report_id,inspection_id,damage_type,severity,estimated_cost,part_affected,image_count
REP003217,INSP002181,Bumper Damage,4,4505.63,Rear Bumper,4
REP003218,INSP002181,Bumper Damage,2,2515.6,Right Front Door,2
REP003219,INSP002182,Structural Damage,2,5117.8,Right Rear Fender,4
REP003220,INSP002183,Structural Damage,1,2889.67,Hood,3
REP003221,INSP002183,Scratch,2,393.99,Right Rear Door,4
REP003222,INSP002184,Dent,1,439.51,Trunk,1
REP003223,INSP002184,Bumper Damage,4,3926.84,Right Rear Fender,4
REP003224,INSP002184,Dent,4,1442.56,Trunk,3
REP003225,INSP002185,Glass Damage,3,3578.98,Rear Bumper,4
REP003226,INSP002187,Rust,1,401.86,Roof,2
REP003227,INSP002187,Glass Damage,3,2460.42,Left Front Fender,1
REP003228,INSP002190,Rust,1,511.45,Left Rear Fender,4
REP003229,INSP002190,Glass Damage,2,1738.95,Hood,1
REP003230,INSP002190,Glass Damage,3,2455.28,Right Front Fender,3
REP003231,INSP002190,Dent,2,765.63,Rear Bumper,5
REP003232,INSP002192,Glass Damage,2,2206.96,Left Rear Fender,3
REP003233,INSP002192,Glass Damage,3,2927.18,Right Front Fender,1
REP003234,INSP002192,Crack,5,3121.4,Right Front Fender,2
REP003235,INSP002193,Glass Damage,3,2595.81,Right Rear Fender,5
REP003236,INSP002193,Dent,5,1830.02,Rear Window,3
REP003237,INSP002193,Structural Damage,1,2976.78,Rear Bumper,4
REP003238,INSP002193,Rust,2,810.33,Left Rear Fender,1
REP003239,INSP002193,Crack,4,2413.44,Trunk,4
REP003240,INSP002194,Glass Damage,5,4018.26,Trunk,4
REP003241,INSP002194,Crack,4,2437.89,Right Rear Fender,3
REP003242,INSP002194,Scratch,5,1099.43,Right Front Door,4
REP003243,INSP002194,Scratch,3,508.51,Front Bumper,2
REP003244,INSP002195,Crack,5,3197.89,Left Rear Fender,3
REP003245,INSP002197,Paint Damage,5,3868.98,Left Front Door,4
REP003246,INSP002197,Crack,3,1625.27,Left Rear Door,1
REP003247,INSP002197,Rust,1,466.39,Left Front Door,1
REP003248,INSP002198,Dent,2,735.16,Left Front Door,2
REP003249,INSP002199,Glass Damage,4,4237.53,Right Front Door,2
REP003250,INSP002199,Scratch,2,366.31,Right Front Door,1
REP003251,INSP002199,Glass Damage,5,5473.24,Hood,4
REP003252,INSP002199,Glass Damage,1,1107.03,Windshield,5
REP003253,INSP002200,Dent,3,1137.99,Right Front Door,2
REP003254,INSP002200,Paint Damage,5,4677.71,Trunk,4
REP003255,INSP002204,Bumper Damage,1,964.05,Right Rear Fender,2
REP003256,INSP002205,Structural Damage,1,2598.54,Windshield,3
REP003257,INSP002205,Rust,4,1677.15,Right Rear Door,3
REP003258,INSP002205,Rust,4,1817.8,Left Rear Fender,3
REP003259,INSP002205,Dent,3,968.7,Left Front Door,3
REP003260,INSP002206,Dent,5,2394.1,Right Front Door,3
REP003261,INSP002206,Glass Damage,3,2937.62,Right Rear Fender,5
REP003262,INSP002206,Scratch,5,836.45,Left Front Door,2
REP003263,INSP002207,Paint Damage,5,3623.49,Left Front Fender,2
REP003264,INSP002207,Crack,1,704.25,Roof,2
REP003265,INSP002207,Glass Damage,5,4835.12,Left Rear Fender,1
REP003266,INSP002207,Crack,2,1047.82,Left Rear Door,4
REP003267,INSP002207,Crack,5,3041.61,Trunk,5
REP003268,INSP002210,Scratch,2,325.41,Trunk,2
REP003269,INSP002210,Paint Damage,1,790.53,Left Rear Fender,4
REP003270,INSP002210,Rust,3,1392.79,Trunk,2
REP003271,INSP002210,Bumper Damage,2,2576.09,Trunk,2
REP003272,INSP002210,Scratch,2,412.29,Windshield,2
REP003273,INSP002212,Paint Damage,3,2094.35,Roof,5
REP003274,INSP002214,Dent,2,952.85,Right Front Fender,3
REP003275,INSP002215,Scratch,2,450.88,Hood,2
REP003276,INSP002216,Structural Damage,2,5708.1,Trunk,1
REP003277,INSP002216,Bumper Damage,4,5481.9,Left Rear Door,4
REP003278,INSP002217,Paint Damage,5,3575.2,Hood,3
REP003279,INSP002217,Dent,1,331.05,Left Rear Fender,1
REP003280,INSP002218,Paint Damage,4,3001.68,Windshield,1
REP003281,INSP002220,Bumper Damage,5,6804.62,Right Front Door,4
REP003282,INSP002221,Scratch,2,474.98,Front Bumper,2
REP003283,INSP002222,Crack,5,2801.89,Windshield,1
REP003284,INSP002225,Scratch,4,767.33,Left Front Door,3
REP003285,INSP002225,Bumper Damage,3,3967.23,Front Bumper,1
REP003286,INSP002225,Paint Damage,3,2113.42,Right Front Fender,4
REP003287,INSP002226,Paint Damage,5,3325.17,Rear Window,2
REP003288,INSP002226,Bumper Damage,1,976.25,Roof,1
REP003289,INSP002226,Bumper Damage,1,1429.58,Left Rear Fender,1
REP003290,INSP002229,Glass Damage,1,967.68,Right Front Door,5
REP003291,INSP002229,Rust,1,497.37,Right Rear Fender,3
REP003292,INSP002229,Dent,1,405.68,Left Rear Door,4
REP003293,INSP002230,Paint Damage,5,4632.55,Trunk,2
REP003294,INSP002230,Rust,4,2359.85,Right Front Fender,2
REP003295,INSP002231,Scratch,3,551.69,Right Rear Door,1
REP003296,INSP002231,Glass Damage,1,995.27,Left Rear Fender,4
REP003297,INSP002231,Rust,3,1615.11,Right Rear Door,2
REP003298,INSP002231,Bumper Damage,5,5727.56,Rear Bumper,5
REP003299,INSP002236,Dent,1,464.23,Rear Window,1
REP003300,INSP002236,Rust,4,1925.81,Trunk,4
REP003301,INSP002237,Rust,1,410.73,Hood,1
REP003302,INSP002237,Scratch,4,924.51,Left Rear Fender,2
REP003303,INSP002237,Structural Damage,5,13750.86,Right Rear Fender,1
REP003304,INSP002238,Paint Damage,5,3673.61,Right Front Fender,5
REP003305,INSP002238,Crack,5,2444.02,Trunk,5
REP003306,INSP002238,Scratch,3,715.59,Left Rear Fender,1
REP003307,INSP002239,Crack,4,2290.47,Left Front Door,1
REP003308,INSP002242,Glass Damage,3,3250.68,Left Front Door,3
REP003309,INSP002242,Glass Damage,2,1887.82,Windshield,5
REP003310,INSP002245,Paint Damage,1,715.89,Hood,3
REP003311,INSP002245,Paint Damage,2,1309.59,Right Rear Door,5
REP003312,INSP002246,Rust,5,2896.5,Right Rear Fender,1
REP003313,INSP002246,Paint Damage,5,3388.94,Right Front Door,4
REP003314,INSP002249,Dent,3,1232.49,Left Rear Door,3
REP003315,INSP002250,Rust,2,1118.8,Right Rear Door,3
REP003316,INSP002250,Glass Damage,5,5768.8,Left Front Door,4
REP003317,INSP002251,Paint Damage,2,1558.47,Trunk,5
REP003318,INSP002251,Structural Damage,5,12834.13,Left Rear Fender,4
REP003319,INSP002251,Rust,4,2289.06,Right Front Fender,4
REP003320,INSP002254,Structural Damage,4,11809.16,Front Bumper,5
REP003321,INSP002254,Rust,3,1473.39,Front Bumper,2
REP003322,INSP002255,Dent,3,1307.7,Left Front Fender,3
REP003323,INSP002255,Crack,5,3186.13,Left Rear Fender,3
REP003324,INSP002255,Rust,4,1826.68,Trunk,5
REP003325,INSP002255,Scratch,4,772.21,Hood,1
REP003326,INSP002256,Structural Damage,2,7127.76,Left Front Fender,4
REP003327,INSP002256,Paint Damage,4,2626.89,Trunk,3
REP003328,INSP002256,Bumper Damage,5,6331.14,Left Front Door,2
REP003329,INSP002258,Bumper Damage,3,3385.81,Front Bumper,3
REP003330,INSP002258,Scratch,2,478.22,Trunk,1
REP003331,INSP002259,Bumper Damage,3,3864.57,Roof,5
REP003332,INSP002259,Paint Damage,5,4664.56,Rear Window,4
REP003333,INSP002262,Structural Damage,2,6322.84,Right Front Door,4
REP003334,INSP002263,Crack,3,1881.12,Roof,1
REP003335,INSP002263,Paint Damage,1,747.66,Roof,5
REP003336,INSP002263,Glass Damage,2,2268.96,Trunk,5
REP003337,INSP002264,Rust,3,1396.3,Right Front Door,4
REP003338,INSP002264,Bumper Damage,5,5095.21,Left Front Fender,2
REP003339,INSP002264,Structural Damage,4,10060.96,Right Rear Door,5
REP003340,INSP002265,Structural Damage,5,13462.77,Left Front Fender,5
REP003341,INSP002267,Structural Damage,2,5306.16,Right Rear Door,2
REP003342,INSP002269,Crack,4,2498.94,Right Front Door,5
REP003343,INSP002269,Scratch,3,510.15,Roof,3
REP003344,INSP002269,Bumper Damage,5,5392.88,Right Rear Fender,1
REP003345,INSP002269,Rust,3,1606.37,Left Front Fender,3
REP003346,INSP002270,Glass Damage,3,3140.18,Rear Bumper,4
REP003347,INSP002271,Structural Damage,5,16260.18,Rear Window,3
REP003348,INSP002272,Glass Damage,1,1063.7,Left Rear Door,3
REP003349,INSP002272,Paint Damage,1,791.87,Left Front Door,1
REP003350,INSP002273,Dent,5,2106.25,Windshield,4
REP003351,INSP002274,Bumper Damage,1,1396.62,Right Rear Fender,5
REP003352,INSP002274,Paint Damage,5,3650.81,Left Front Door,2
REP003353,INSP002274,Paint Damage,2,1640.24,Right Rear Door,5
REP003354,INSP002274,Dent,1,385.96,Rear Window,1
REP003355,INSP002278,Bumper Damage,1,1363.84,Front Bumper,5
REP003356,INSP002278,Rust,3,1551.04,Left Rear Door,4
REP003357,INSP002280,Scratch,3,681.34,Hood,3
REP003358,INSP002281,Paint Damage,4,2792.23,Right Front Fender,3
REP003359,INSP002282,Dent,2,841.52,Front Bumper,3
REP003360,INSP002282,Glass Damage,2,1604.28,Left Front Fender,5
REP003361,INSP002285,Glass Damage,3,2422.31,Left Front Door,1
REP003362,INSP002286,Bumper Damage,4,5608.28,Windshield,1
REP003363,INSP002286,Paint Damage,2,1763.49,Left Rear Fender,1
REP003364,INSP002287,Glass Damage,1,1041.09,Front Bumper,2
REP003365,INSP002287,Rust,5,2381.12,Right Front Door,1
REP003366,INSP002290,Crack,1,652.22,Right Rear Fender,1
REP003367,INSP002292,Bumper Damage,2,2225.31,Left Front Door,5
REP003368,INSP002293,Bumper Damage,4,5256.13,Left Rear Door,3
REP003369,INSP002293,Bumper Damage,5,6183.52,Left Rear Door,3
REP003370,INSP002293,Bumper Damage,2,2243.04,Right Front Fender,5
REP003371,INSP002293,Scratch,5,1141.65,Hood,1
REP003372,INSP002293,Paint Damage,1,859.32,Rear Bumper,5
REP003373,INSP002294,Scratch,4,828.38,Windshield,4
REP003374,INSP002295,Glass Damage,4,3394.93,Left Front Door,5
REP003375,INSP002295,Dent,3,1413.38,Trunk,4
REP003376,INSP002295,Scratch,3,611.5,Right Front Fender,2
REP003377,INSP002295,Scratch,5,1040.69,Right Front Fender,3
REP003378,INSP002295,Structural Damage,3,8788.56,Rear Bumper,5
REP003379,INSP002297,Paint Damage,2,1293.45,Hood,3
REP003380,INSP002297,Dent,1,432.32,Windshield,4
REP003381,INSP002297,Crack,3,1918.96,Hood,4
REP003382,INSP002298,Glass Damage,5,5777.84,Rear Bumper,4
REP003383,INSP002299,Crack,3,2029.99,Rear Bumper,4
REP003384,INSP002301,Glass Damage,2,1823.85,Left Rear Fender,1
REP003385,INSP002301,Crack,1,613.01,Rear Window,1
REP003386,INSP002301,Paint Damage,3,2544.53,Hood,3
REP003387,INSP002302,Paint Damage,4,3758.12,Left Front Fender,4
REP003388,INSP002302,Crack,5,3366.58,Left Rear Door,3
REP003389,INSP002303,Crack,5,2824.11,Right Rear Fender,3
REP003390,INSP002306,Paint Damage,3,2117.86,Hood,3
REP003391,INSP002306,Crack,2,1289.08,Front Bumper,4
REP003392,INSP002307,Structural Damage,2,5161.11,Rear Window,4
REP003393,INSP002308,Structural Damage,5,16385.3,Windshield,2
REP003394,INSP002308,Scratch,1,237.51,Left Front Door,5
REP003395,INSP002308,Structural Damage,3,8102.21,Right Front Door,4
REP003396,INSP002309,Paint Damage,2,1772.58,Trunk,3
REP003397,INSP002312,Scratch,4,853.87,Rear Window,1
REP003398,INSP002312,Paint Damage,5,3614.97,Trunk,3
REP003399,INSP002312,Paint Damage,4,3147.33,Rear Window,2
REP003400,INSP002313,Rust,5,2128.97,Windshield,4
REP003401,INSP002313,Scratch,4,925.29,Right Front Fender,3
REP003402,INSP002314,Crack,5,2765.04,Trunk,4
REP003403,INSP002314,Glass Damage,2,1829.15,Left Front Fender,2
REP003404,INSP002314,Paint Damage,1,912.82,Windshield,5
REP003405,INSP002315,Crack,4,2026.64,Left Rear Fender,5
REP003406,INSP002316,Dent,4,1365.82,Left Rear Fender,2
REP003407,INSP002317,Crack,3,1605.94,Front Bumper,1
REP003408,INSP002318,Rust,1,574.86,Left Front Fender,3
REP003409,INSP002319,Glass Damage,5,5211.15,Left Front Door,1
REP003410,INSP002319,Structural Damage,2,6100.78,Right Rear Door,3
REP003411,INSP002319,Structural Damage,5,13159.37,Right Front Door,4
REP003412,INSP002319,Bumper Damage,5,5784.85,Left Rear Door,3
REP003413,INSP002321,Scratch,4,692.23,Left Front Door,1
REP003414,INSP002321,Paint Damage,2,1583.14,Left Rear Fender,4
REP003415,INSP002321,Bumper Damage,4,4617.16,Right Front Door,5
REP003416,INSP002321,Crack,1,491.33,Roof,3
REP003417,INSP002321,Structural Damage,3,7569.53,Rear Bumper,5
REP003418,INSP002322,Glass Damage,5,5555.33,Left Front Fender,5
REP003419,INSP002322,Dent,1,420.33,Rear Window,5
REP003420,INSP002322,Paint Damage,5,3820.76,Left Rear Door,1
REP003421,INSP002323,Scratch,2,350.53,Left Rear Door,5
REP003422,INSP002323,Glass Damage,4,3534.75,Left Rear Door,1
REP003423,INSP002325,Structural Damage,5,15441.76,Rear Window,4
REP003424,INSP002325,Structural Damage,1,2784.87,Left Rear Door,5
REP003425,INSP002326,Bumper Damage,3,3751.68,Right Front Fender,1
REP003426,INSP002327,Bumper Damage,1,1128.86,Hood,2
REP003427,INSP002329,Glass Damage,2,1627.54,Right Front Fender,3
REP003428,INSP002329,Glass Damage,4,4372.79,Trunk,2
REP003429,INSP002329,Paint Damage,4,3629.49,Trunk,4
REP003430,INSP002330,Dent,4,1311.96,Left Front Door,3
REP003431,INSP002332,Scratch,2,417.81,Left Front Fender,4
REP003432,INSP002332,Structural Damage,5,12958.12,Front Bumper,3
REP003433,INSP002333,Structural Damage,2,5518.25,Right Front Door,5
REP003434,INSP002333,Paint Damage,4,3437.09,Left Rear Door,5
REP003435,INSP002333,Dent,3,1136.73,Hood,3
REP003436,INSP002337,Bumper Damage,4,3941.43,Left Front Door,4
REP003437,INSP002337,Structural Damage,2,6265.43,Rear Window,5
REP003438,INSP002339,Structural Damage,4,13590.84,Left Rear Door,1
REP003439,INSP002339,Dent,5,1724.12,Hood,1
REP003440,INSP002340,Rust,4,2222.64,Hood,4
REP003441,INSP002340,Glass Damage,1,876.23,Windshield,4
REP003442,INSP002341,Dent,1,331.96,Windshield,3
REP003443,INSP002342,Dent,2,797.33,Rear Window,2
REP003444,INSP002343,Scratch,1,194.29,Right Rear Fender,5
REP003445,INSP002343,Bumper Damage,4,3895.18,Windshield,2
REP003446,INSP002343,Glass Damage,1,957.44,Left Front Fender,4
REP003447,INSP002343,Paint Damage,3,2527.84,Roof,4
REP003448,INSP002344,Dent,5,2007.73,Left Front Door,3
REP003449,INSP002344,Bumper Damage,1,1256.43,Left Rear Door,1
REP003450,INSP002344,Dent,5,1846.9,Hood,5
REP003451,INSP002345,Glass Damage,4,3604.2,Right Front Fender,5
REP003452,INSP002345,Dent,1,419.22,Trunk,3
REP003453,INSP002345,Paint Damage,3,2520.15,Right Front Fender,4
REP003454,INSP002346,Structural Damage,3,10390.51,Right Rear Fender,2
REP003455,INSP002347,Rust,2,1014.27,Hood,4
REP003456,INSP002347,Crack,1,579.52,Left Rear Door,2
REP003457,INSP002347,Structural Damage,5,16970.02,Right Front Fender,3
REP003458,INSP002347,Structural Damage,2,7140.05,Windshield,1
REP003459,INSP002347,Glass Damage,2,2154.17,Rear Bumper,2
REP003460,INSP002348,Bumper Damage,3,3331.11,Right Rear Fender,2
REP003461,INSP002352,Rust,4,2372.58,Trunk,3
REP003462,INSP002352,Bumper Damage,1,1161.45,Windshield,1
REP003463,INSP002352,Paint Damage,4,3496.28,Windshield,1
REP003464,INSP002352,Glass Damage,3,2795.34,Trunk,2
REP003465,INSP002352,Structural Damage,1,3333.47,Left Rear Fender,1
REP003466,INSP002353,Scratch,1,184.7,Roof,3
REP003467,INSP002353,Crack,5,2544.49,Right Front Door,5
REP003468,INSP002353,Crack,3,1877.51,Left Front Fender,1
REP003469,INSP002354,Glass Damage,1,1064.92,Front Bumper,2
REP003470,INSP002354,Crack,2,1094.09,Left Rear Door,1
REP003471,INSP002354,Crack,2,1328.33,Trunk,2
REP003472,INSP002356,Structural Damage,5,17954.1,Right Rear Door,5
REP003473,INSP002356,Rust,4,2192.65,Left Front Door,3
REP003474,INSP002357,Dent,1,350.99,Right Rear Door,1
REP003475,INSP002358,Bumper Damage,3,3206.93,Left Front Fender,2
REP003476,INSP002359,Rust,4,1925.16,Left Front Door,4
REP003477,INSP002363,Crack,1,651.53,Windshield,1
REP003478,INSP002366,Paint Damage,2,1753.12,Rear Bumper,2
REP003479,INSP002368,Dent,4,1383.1,Hood,1
REP003480,INSP002368,Bumper Damage,1,1404.02,Roof,1
REP003481,INSP002369,Bumper Damage,5,6324.98,Rear Window,1
REP003482,INSP002369,Rust,3,1644.38,Left Front Fender,2
REP003483,INSP002369,Dent,1,448.26,Front Bumper,5
REP003484,INSP002369,Dent,1,335.54,Front Bumper,3
REP003485,INSP002371,Glass Damage,3,3132.96,Left Front Door,2
REP003486,INSP002371,Structural Damage,4,10131.71,Right Rear Door,3
REP003487,INSP002371,Dent,3,1068.08,Front Bumper,5
REP003488,INSP002372,Paint Damage,2,1474.42,Right Front Door,2
REP003489,INSP002372,Dent,1,479.24,Left Rear Door,2
REP003490,INSP002372,Scratch,3,545.34,Trunk,1
REP003491,INSP002372,Dent,4,1739.02,Rear Window,4
REP003492,INSP002373,Glass Damage,4,4309.42,Rear Bumper,2
REP003493,INSP002373,Structural Damage,2,5578.25,Front Bumper,1
REP003494,INSP002375,Scratch,3,543.29,Left Rear Door,5
REP003495,INSP002375,Scratch,3,526.34,Right Front Door,2
REP003496,INSP002382,Dent,5,1994.91,Front Bumper,2
REP003497,INSP002382,Structural Damage,1,2785.88,Right Rear Door,2
REP003498,INSP002384,Rust,2,1127.16,Right Front Fender,4
REP003499,INSP002386,Dent,2,722.65,Right Front Fender,5
REP003500,INSP002386,Scratch,3,554.55,Right Rear Fender,2
REP003501,INSP002386,Paint Damage,4,3646.96,Left Front Door,3
REP003502,INSP002386,Crack,2,1099.59,Left Front Door,4
REP003503,INSP002388,Scratch,1,162.99,Trunk,5
REP003504,INSP002388,Scratch,4,774.45,Right Front Fender,1
REP003505,INSP002388,Rust,1,573.03,Left Rear Door,4
REP003506,INSP002389,Bumper Damage,1,1324.7,Right Rear Door,4
REP003507,INSP002390,Bumper Damage,1,989.18,Right Rear Door,1
REP003508,INSP002390,Structural Damage,2,6752.05,Left Front Door,1
REP003509,INSP002391,Structural Damage,1,3166.04,Right Front Fender,1
REP003510,INSP002391,Bumper Damage,4,5552.13,Right Rear Fender,2
REP003511,INSP002392,Dent,4,1872.76,Left Front Door,3
REP003512,INSP002392,Glass Damage,4,4381.14,Left Rear Door,1
REP003513,INSP002393,Structural Damage,2,4933.98,Rear Window,2
REP003514,INSP002393,Bumper Damage,2,2772.76,Left Front Door,3
REP003515,INSP002394,Crack,3,1834.98,Left Front Fender,2
REP003516,INSP002395,Structural Damage,4,12834.83,Left Rear Door,4
REP003517,INSP002395,Rust,5,2398.73,Left Rear Fender,4
REP003518,INSP002397,Structural Damage,1,2980.89,Left Rear Fender,5
REP003519,INSP002397,Rust,2,1000.59,Left Rear Door,4
REP003520,INSP002398,Dent,1,348.84,Roof,5
REP003521,INSP002398,Bumper Damage,5,4916.89,Left Front Door,5
REP003522,INSP002398,Scratch,5,911.75,Rear Bumper,5
REP003523,INSP002400,Rust,2,1044.15,Right Front Fender,1
REP003524,INSP002401,Bumper Damage,1,1125.08,Front Bumper,5
REP003525,INSP002401,Structural Damage,5,15303.05,Trunk,3
REP003526,INSP002403,Rust,4,1731.96,Rear Bumper,3
REP003527,INSP002403,Bumper Damage,3,2902.87,Left Front Door,2
REP003528,INSP002404,Paint Damage,1,906.82,Hood,5
REP003529,INSP002406,Glass Damage,3,3239.45,Left Rear Fender,4
REP003530,INSP002406,Scratch,1,202.38,Rear Bumper,3
REP003531,INSP002410,Bumper Damage,2,2742.01,Left Front Door,1
REP003532,INSP002411,Glass Damage,4,3713.66,Left Rear Fender,1
REP003533,INSP002412,Structural Damage,4,10714.52,Rear Window,3
REP003534,INSP002412,Crack,4,2342.08,Left Rear Door,5
REP003535,INSP002413,Structural Damage,2,6277.46,Windshield,1
REP003536,INSP002413,Glass Damage,5,4709.83,Left Rear Fender,5
REP003537,INSP002414,Paint Damage,3,2421.25,Left Rear Door,1
REP003538,INSP002414,Crack,1,599.41,Right Rear Fender,5
REP003539,INSP002415,Scratch,3,595.25,Right Rear Fender,3
REP003540,INSP002415,Crack,3,1799.25,Left Front Fender,1
REP003541,INSP002415,Rust,5,2754.05,Left Front Fender,2
REP003542,INSP002417,Structural Damage,4,14295.09,Right Front Fender,1
REP003543,INSP002417,Rust,1,580.1,Left Rear Door,2
REP003544,INSP002417,Crack,3,2011.78,Windshield,1
REP003545,INSP002417,Scratch,5,978.29,Roof,4
REP003546,INSP002418,Bumper Damage,5,5975.9,Right Rear Fender,2
REP003547,INSP002418,Crack,4,2198.52,Roof,1
REP003548,INSP002419,Structural Damage,1,3487.56,Left Rear Fender,2
REP003549,INSP002420,Dent,5,2324.07,Hood,5
REP003550,INSP002422,Rust,5,2098.27,Rear Bumper,2
REP003551,INSP002424,Glass Damage,4,3687.62,Right Front Fender,1
REP003552,INSP002424,Scratch,5,1062.69,Hood,4
REP003553,INSP002425,Glass Damage,1,821.85,Left Rear Door,5
REP003554,INSP002425,Paint Damage,1,902.78,Windshield,2
REP003555,INSP002426,Rust,1,554.37,Rear Bumper,2
REP003556,INSP002426,Bumper Damage,2,2125.19,Rear Window,5
REP003557,INSP002427,Crack,3,1586.57,Trunk,1
REP003558,INSP002427,Paint Damage,4,3794.2,Left Front Fender,5
REP003559,INSP002427,Rust,3,1445.13,Windshield,5
REP003560,INSP002427,Rust,5,2254.79,Front Bumper,1
REP003561,INSP002428,Crack,2,988.77,Roof,2
REP003562,INSP002429,Scratch,2,409.83,Roof,5
REP003563,INSP002429,Glass Damage,4,4600.95,Left Front Door,4
REP003564,INSP002430,Rust,3,1222.17,Right Rear Door,3
REP003565,INSP002430,Structural Damage,2,6019.24,Right Front Fender,5
REP003566,INSP002431,Scratch,4,689.53,Left Front Door,1
REP003567,INSP002432,Bumper Damage,3,4068.26,Hood,5
REP003568,INSP002432,Structural Damage,2,6569.14,Hood,1
REP003569,INSP002434,Glass Damage,5,5643.8,Windshield,4
REP003570,INSP002434,Rust,4,2068.97,Rear Window,1
REP003571,INSP002436,Scratch,4,842.62,Left Front Fender,4
REP003572,INSP002436,Structural Damage,5,14311.2,Rear Bumper,5
REP003573,INSP002437,Scratch,2,369.53,Windshield,2
REP003574,INSP002437,Glass Damage,2,1766.02,Left Rear Fender,3
REP003575,INSP002437,Crack,1,689.07,Left Rear Door,2
REP003576,INSP002438,Crack,2,991.09,Right Rear Door,3
REP003577,INSP002438,Scratch,5,1073.89,Right Front Door,5
REP003578,INSP002439,Crack,1,675.9,Right Front Fender,2
REP003579,INSP002439,Dent,2,697.51,Left Rear Fender,3
REP003580,INSP002440,Rust,4,1946.62,Right Rear Door,3
REP003581,INSP002440,Structural Damage,3,10773.63,Windshield,2
REP003582,INSP002440,Paint Damage,5,4346.54,Hood,2
REP003583,INSP002440,Structural Damage,3,9619.33,Right Rear Door,4
REP003584,INSP002442,Rust,3,1281.44,Left Front Door,2
REP003585,INSP002443,Paint Damage,2,1913.0,Rear Window,5
REP003586,INSP002443,Rust,4,1783.76,Trunk,5
REP003587,INSP002443,Dent,4,1427.93,Left Rear Door,1
REP003588,INSP002444,Scratch,1,216.99,Trunk,1
REP003589,INSP002444,Crack,3,1855.48,Hood,5
REP003590,INSP002446,Glass Damage,3,3482.0,Left Rear Fender,1
REP003591,INSP002447,Glass Damage,1,1006.83,Right Front Fender,1
REP003592,INSP002447,Rust,3,1687.26,Trunk,3
REP003593,INSP002448,Scratch,3,594.91,Left Rear Door,2
REP003594,INSP002448,Crack,2,1379.24,Left Rear Door,5
REP003595,INSP002449,Dent,3,1362.78,Rear Window,1
REP003596,INSP002449,Glass Damage,3,3274.75,Left Front Fender,5
REP003597,INSP002450,Paint Damage,3,2618.24,Right Front Door,2
REP003598,INSP002451,Rust,2,948.46,Left Front Fender,1
REP003599,INSP002452,Dent,1,348.89,Rear Window,2
REP003600,INSP002456,Paint Damage,3,2257.85,Left Front Fender,3
REP003601,INSP002456,Scratch,4,648.73,Rear Bumper,3
REP003602,INSP002457,Scratch,1,169.82,Right Front Fender,5
REP003603,INSP002457,Crack,5,2425.58,Right Front Door,3
REP003604,INSP002458,Dent,2,740.47,Front Bumper,5
REP003605,INSP002458,Crack,5,3170.71,Hood,5
REP003606,INSP002463,Scratch,3,511.68,Left Rear Fender,3
REP003607,INSP002463,Structural Damage,3,7270.07,Left Rear Door,3
REP003608,INSP002463,Rust,1,572.99,Rear Bumper,4
REP003609,INSP002464,Bumper Damage,1,1415.85,Rear Window,3
REP003610,INSP002464,Structural Damage,5,13177.31,Right Rear Door,3
REP003611,INSP002464,Scratch,3,560.06,Windshield,3
REP003612,INSP002466,Scratch,4,860.33,Left Front Door,3
REP003613,INSP002467,Structural Damage,3,8275.38,Right Front Door,1
REP003614,INSP002468,Bumper Damage,5,5552.4,Left Front Fender,3
REP003615,INSP002468,Glass Damage,1,1066.94,Right Front Door,2
REP003616,INSP002469,Dent,1,430.15,Right Front Door,4
REP003617,INSP002469,Glass Damage,1,801.27,Trunk,4
REP003618,INSP002471,Scratch,2,371.1,Right Rear Door,3
REP003619,INSP002472,Scratch,5,1031.93,Right Rear Door,3
REP003620,INSP002472,Structural Damage,1,2730.46,Front Bumper,1
REP003621,INSP002472,Paint Damage,2,1329.37,Roof,1
REP003622,INSP002472,Scratch,4,946.09,Right Front Fender,3
REP003623,INSP002472,Crack,1,646.66,Hood,1
REP003624,INSP002474,Scratch,3,548.64,Right Front Fender,2
REP003625,INSP002474,Rust,5,2743.23,Left Rear Door,3
REP003626,INSP002474,Dent,5,2039.78,Right Rear Door,2
REP003627,INSP002474,Scratch,3,518.21,Rear Bumper,2
REP003628,INSP002474,Dent,3,1321.63,Left Rear Door,4
REP003629,INSP002475,Paint Damage,1,902.02,Right Front Door,3
REP003630,INSP002476,Scratch,4,722.96,Roof,4
REP003631,INSP002479,Structural Damage,1,3232.01,Left Rear Fender,4
REP003632,INSP002479,Scratch,1,238.71,Left Front Door,1
REP003633,INSP002479,Dent,5,2026.18,Right Rear Door,3
REP003634,INSP002479,Bumper Damage,3,4190.83,Rear Window,1
REP003635,INSP002480,Crack,1,709.57,Rear Bumper,5
REP003636,INSP002482,Dent,1,390.55,Roof,5
REP003637,INSP002482,Scratch,1,210.18,Windshield,3
REP003638,INSP002482,Crack,1,665.68,Right Front Fender,4
REP003639,INSP002482,Structural Damage,5,15280.21,Left Front Door,3
REP003640,INSP002483,Dent,5,1779.13,Left Rear Door,5
REP003641,INSP002483,Structural Damage,2,5175.91,Rear Bumper,4
REP003642,INSP002483,Paint Damage,4,3248.47,Right Rear Fender,1
REP003643,INSP002483,Paint Damage,4,3435.99,Front Bumper,4
REP003644,INSP002483,Crack,1,617.32,Right Front Door,5
REP003645,INSP002484,Paint Damage,4,3296.03,Left Rear Fender,5
REP003646,INSP002484,Scratch,4,680.71,Roof,2
REP003647,INSP002484,Bumper Damage,4,4578.27,Windshield,4
